couunt,hours
0,83.16055555555556
1,43.458888888888886
2,23.20611111111111
3,15.819444444444445
4,10.131388888888889
5,9.363333333333333
6,6.169444444444444
7,4.569444444444445
8,4.510277777777778
9,4.208055555555555
10,3.9455555555555555
11,3.3313888888888887
12,3.026666666666667
13,3.1691666666666665
14,3.419722222222222
15,3.2894444444444444
16,2.943888888888889
17,2.1519444444444447
18,2.1166666666666667
19,2.0425
20,1.9780555555555555
21,1.7872222222222223
22,1.5891666666666666
23,1.3563888888888889
24,1.451111111111111
25,1.4883333333333333
26,1.3355555555555556
27,1.486388888888889
28,1.4761111111111112
29,1.4225
30,1.3419444444444444
31,1.183888888888889
32,1.4275
33,1.2452777777777777
34,1.011388888888889
35,1.0722222222222222
36,1.1722222222222223
37,1.0933333333333333
38,1.2216666666666667
39,1.2761111111111112
40,1.1375
41,0.9016666666666666
42,1.0130555555555556
43,0.8775
44,0.9313888888888889
45,0.9169444444444445
46,0.8938888888888888
47,0.8669444444444444
48,0.7722222222222223
49,0.7747222222222222
50,0.8469444444444445
51,0.7169444444444445
52,0.9013888888888889
53,1.0166666666666666
54,1.16
55,1.0072222222222222
56,1.0358333333333334
57,0.9555555555555556
58,1.1141666666666667
59,0.9536111111111111
60,1.068888888888889
61,1.3783333333333334
62,1.2880555555555555
63,1.3975
64,1.2752777777777777
65,1.313611111111111
66,1.4844444444444445
67,1.6308333333333334
68,1.2333333333333334
69,1.3077777777777777
70,1.238888888888889
71,1.188611111111111
72,1.1966666666666668
73,1.2516666666666667
74,1.3286111111111112
75,1.4430555555555555
76,1.3902777777777777
77,1.268888888888889
78,1.5525
79,1.4172222222222222
80,1.6827777777777777
81,1.4322222222222223
82,1.5438888888888889
83,1.5316666666666667
84,1.5252777777777777
85,1.5875
86,1.5525
87,1.571388888888889
88,1.5266666666666666
89,1.4844444444444445
90,1.1775
91,1.2138888888888888
92,1.068888888888889
93,1.0702777777777779
94,1.0744444444444445
95,1.0138888888888888
96,0.8083333333333333
97,0.7191666666666666
98,0.6944444444444444
99,0.5655555555555556
100,0.4961111111111111
101,0.4686111111111111
102,0.41638888888888886
103,0.4988888888888889
104,0.45055555555555554
105,0.345
106,0.2927777777777778
107,0.2927777777777778
108,0.23444444444444446
109,0.22
110,0.22722222222222221
111,0.265
112,0.29638888888888887
113,0.2841666666666667
114,0.2586111111111111
115,0.24138888888888888
116,0.22277777777777777
117,0.2688888888888889
118,0.22694444444444445
119,0.2452777777777778
120,0.2608333333333333
121,0.2111111111111111
122,0.23305555555555554
123,0.2311111111111111
124,0.2722222222222222
125,0.2575
126,0.23555555555555555
127,0.21305555555555555
128,0.2336111111111111
129,0.21833333333333332
130,0.19361111111111112
131,0.21472222222222223
132,0.2
133,0.2111111111111111
134,0.20527777777777778
135,0.21222222222222223
136,0.19805555555555557
137,0.1975
138,0.20333333333333334
139,0.16555555555555557
140,0.1597222222222222
141,0.15916666666666668
142,0.17333333333333334
143,0.21138888888888888
144,0.24722222222222223
145,0.2313888888888889
146,0.22722222222222221
147,0.24194444444444443
148,0.2475
149,0.22277777777777777
150,0.26166666666666666
151,0.25555555555555554
152,0.2786111111111111
153,0.2386111111111111
154,0.24833333333333332
155,0.23305555555555554
156,0.26805555555555555
157,0.24555555555555555
158,0.2625
159,0.20916666666666667
160,0.18138888888888888
161,0.2025
162,0.16944444444444445
163,0.18388888888888888
164,0.25472222222222224
165,0.22805555555555557
166,0.22916666666666666
167,0.21972222222222224
168,0.23055555555555557
169,0.20555555555555555
170,0.2336111111111111
171,0.27305555555555555
172,0.2361111111111111
173,0.2536111111111111
174,0.2263888888888889
175,0.2577777777777778
176,0.2361111111111111
177,0.2452777777777778
178,0.2586111111111111
179,0.23805555555555555
180,0.23833333333333334
181,0.24472222222222223
182,0.2336111111111111
183,0.24166666666666667
184,0.20555555555555555
185,0.16972222222222222
186,0.13722222222222222
187,0.1527777777777778
188,0.18333333333333332
189,0.16916666666666666
190,0.21805555555555556
191,0.2477777777777778
192,0.24222222222222223
193,0.2638888888888889
194,0.26222222222222225
195,0.25333333333333335
196,0.3038888888888889
197,0.24444444444444444
198,0.2808333333333333
199,0.2625
200,0.2702777777777778
201,0.26305555555555554
202,0.25416666666666665
203,0.2375
204,0.245
205,0.25055555555555553
206,0.23666666666666666
207,0.22277777777777777
208,0.21305555555555555
209,0.22666666666666666
210,0.24
211,0.2575
212,0.3047222222222222
213,0.32861111111111113
214,0.30194444444444446
215,0.28833333333333333
216,0.26472222222222225
217,0.31555555555555553
218,0.31722222222222224
219,0.29555555555555557
220,0.31527777777777777
221,0.33444444444444443
222,0.3605555555555556
223,0.3211111111111111
224,0.3302777777777778
225,0.3219444444444444
226,0.3925
227,0.36083333333333334
228,0.3819444444444444
229,0.4483333333333333
230,0.4063888888888889
231,0.43527777777777776
232,0.44
233,0.4047222222222222
234,0.3858333333333333
235,0.4558333333333333
236,0.4738888888888889
237,0.43333333333333335
238,0.43972222222222224
239,0.4666666666666667
240,0.46805555555555556
241,0.48277777777777775
242,0.5038888888888889
243,0.4888888888888889
244,0.5005555555555555
245,0.48833333333333334
246,0.4961111111111111
247,0.5158333333333334
248,0.43277777777777776
249,0.45166666666666666
250,0.4519444444444444
251,0.4477777777777778
252,0.4638888888888889
253,0.48694444444444446
254,0.4663888888888889
255,0.5130555555555556
256,0.5094444444444445
257,0.6363888888888889
258,0.6438888888888888
259,0.7186111111111111
260,0.7322222222222222
261,0.7355555555555555
262,0.7238888888888889
263,0.7344444444444445
264,0.6930555555555555
265,0.6625
266,0.6775
267,0.6838888888888889
268,0.6327777777777778
269,0.5844444444444444
270,0.5969444444444445
271,0.5291666666666667
272,0.5363888888888889
273,0.5066666666666667
274,0.5725
275,0.62
276,0.6161111111111112
277,0.6297222222222222
278,0.6991666666666667
279,0.6788888888888889
280,0.6805555555555556
281,0.7405555555555555
282,0.7097222222222223
283,0.765
284,0.8094444444444444
285,0.8719444444444444
286,0.9027777777777778
287,0.8366666666666667
288,0.7847222222222222
289,0.7783333333333333
290,0.8091666666666667
291,0.8211111111111111
292,0.8575
293,0.9583333333333334
294,0.9755555555555555
295,1.0302777777777778
296,1.0172222222222222
297,1.0552777777777778
298,1.081388888888889
299,1.1122222222222222
300,1.1152777777777778
301,1.101388888888889
302,1.0597222222222222
303,1.0219444444444445
304,1.0430555555555556
305,1.0258333333333334
306,1.1094444444444445
307,1.0272222222222223
308,0.9761111111111112
309,1.0177777777777777
310,1.0686111111111112
311,1.0527777777777778
312,1.1147222222222222
313,1.1644444444444444
314,1.1719444444444445
315,1.2647222222222223
316,1.2552777777777777
317,1.3191666666666666
318,1.2938888888888889
319,1.2938888888888889
320,1.33
321,1.3280555555555555
322,1.3133333333333332
323,1.3447222222222222
324,1.3155555555555556
325,1.3144444444444445
326,1.3377777777777777
327,1.326111111111111
328,1.2141666666666666
329,1.2927777777777778
330,1.2802777777777778
331,1.2738888888888888
332,1.333611111111111
333,1.2952777777777778
334,1.3919444444444444
335,1.426111111111111
336,1.3977777777777778
337,1.3266666666666667
338,1.2561111111111112
339,1.2816666666666667
340,1.2719444444444445
341,1.2986111111111112
342,1.2347222222222223
343,1.1827777777777777
344,1.156388888888889
345,1.1252777777777778
346,1.133888888888889
347,1.0286111111111111
348,0.9705555555555555
349,0.825
350,0.7577777777777778
351,0.7258333333333333
352,0.6816666666666666
353,0.6527777777777778
354,0.5886111111111111
355,0.5338888888888889
356,0.515
357,0.4752777777777778
358,0.43666666666666665
359,0.3794444444444444
360,0.37972222222222224
361,0.37833333333333335
362,0.31555555555555553
363,0.2972222222222222
364,0.2563888888888889
365,0.20583333333333334
366,0.21472222222222223
367,0.21
368,0.19194444444444445
369,0.17305555555555555
370,0.13944444444444445
371,0.10527777777777778
372,0.14027777777777778
373,0.12861111111111112
374,0.09722222222222222
375,0.09833333333333333
376,0.11916666666666667
377,0.07722222222222222
378,0.06972222222222223
379,0.07583333333333334
380,0.0775
381,0.07138888888888889
382,0.0625
383,0.06194444444444445
384,0.04472222222222222
385,0.021666666666666667
386,0.010555555555555556
387,0.021111111111111112
388,0.01138888888888889
389,0.012777777777777779
390,0.016944444444444446
391,0.01638888888888889
392,0.017222222222222222
393,0.013333333333333334
394,0.010555555555555556
395,0.008888888888888889
396,0.0038888888888888888
397,0.0022222222222222222
398,0.003611111111111111
399,0.0011111111111111111
400,0.0033333333333333335
401,0.0025
402,0.0025
403,0.005277777777777778
404,0.002777777777777778
405,0.004166666666666667
406,0.004722222222222222
